ゲームID,ターン,プレイヤーID,前の単語,要求文字,回答,応答時間_ms,語頭判定,辞書判定,読み,判定,終了理由,勝者ID,敗者ID,プロンプトNo,最大連続回答回数
1,1,GPT-1,しりとり,り,りんご,4411,○,○,りんご,○,,,,51,1
1,2,GPT-2,りんご,ご,ゴリラ,3017,○,○,ごりら,○,,,,51,1
1,3,GPT-1,ゴリラ,ら,ラッパ,2724,○,○,らっぱ,○,,,,51,1
1,4,GPT-2,ラッパ,ぱ,パンダ,2394,○,○,ぱんだ,○,,,,51,1
1,5,GPT-1,パンダ,だ,大地,2054,○,○,だいち,○,,,,51,1
1,6,GPT-2,大地,ち,地図,1937,○,○,ちず,○,,,,51,1
1,7,GPT-1,地図,ず,髄液,2752,○,○,ずいえき,○,,,,51,1
1,8,GPT-2,髄液,き,キツネ,2366,○,○,きつね,○,,,,51,1
1,9,GPT-1,キツネ,ね,ねぎ,6504,○,○,ねぎ,○,,,,51,1
1,10,GPT-2,ねぎ,ぎ,議題,1646,○,○,ぎだい,○,,,,51,1
1,11,GPT-1,議題,い,犬,4411,○,○,いぬ,○,,,,51,1
1,12,GPT-2,犬,ぬ,沼,1416,○,○,ぬま,○,,,,51,1
1,13,GPT-1,沼,ま,マッチ,4709,○,○,まっち,○,,,,51,1
1,14,GPT-2,マッチ,ち,地球,2619,○,○,ちきゅう,○,,,,51,1
1,15,GPT-1,地球,う,海,1822,○,○,うみ,○,,,,51,1
1,16,GPT-2,海,み,水,1748,○,○,みず,○,,,,51,1
1,17,GPT-1,水,ず,頭蓋,2099,○,○,ずがい,○,,,,51,1
1,18,GPT-2,頭蓋,い,椅子,3738,○,○,いす,○,,,,51,1
1,19,GPT-1,椅子,す,スープ,5460,○,○,すーぷ,○,,,,51,1
1,20,GPT-2,スープ,ぷ,プール,1919,○,○,ぷーる,○,,,,51,1
1,21,GPT-1,プール,る,ルール,3283,○,○,るーる,○,,,,51,1
1,22,GPT-2,ルール,る,瑠璃,1932,○,○,るり,○,,,,51,1
1,23,GPT-1,瑠璃,り,料理,1763,○,○,りょうり,○,,,,51,1
1,24,GPT-2,料理,り,リス,2289,○,○,りす,○,,,,51,1
1,25,GPT-1,リス,す,スイカ,1878,○,○,すいか,○,,,,51,1
1,26,GPT-2,スイカ,か,鍵,8181,○,○,かぎ,○,,,,51,1
1,27,GPT-1,鍵,ぎ,議事,2358,○,○,ぎじ,○,,,,51,1
1,28,GPT-2,議事,じ,辞書,2228,○,○,じしょ,○,,,,51,1
1,29,GPT-1,辞書,よ,ヨット,3003,○,○,よっと,○,,,,51,1
1,30,GPT-2,ヨット,と,時計,2197,○,○,とけい,○,,,,51,1
1,31,GPT-1,時計,い,石,1438,○,○,いし,○,,,,51,1
1,32,GPT-2,石,し,詩,5399,○,○,し,○,,,,51,1
1,33,GPT-1,詩,し,塩,3044,○,○,しお,○,,,,51,1
1,34,GPT-2,塩,お,おにぎり,2893,○,○,おにぎり,○,,,,51,1
1,35,GPT-1,おにぎり,り,理科,2177,○,○,りか,○,,,,51,1
1,36,GPT-2,理科,か,傘,2714,○,○,かさ,○,,,,51,1
1,37,GPT-1,傘,さ,桜,6427,○,○,さくら,○,,,,51,1
1,38,GPT-2,桜,ら,ラジオ,1815,○,○,らじお,○,,,,51,1
1,39,GPT-1,ラジオ,お,音楽,2929,○,○,おんがく,○,,,,51,1
1,40,GPT-2,音楽,く,薬,4200,○,○,くすり,○,,,,51,1
1,41,GPT-1,薬,り,陸地,5272,○,○,りくち,○,,,,51,1
1,42,GPT-2,陸地,ち,チーズ,4062,○,○,ちーず,○,,,,51,1
1,43,GPT-1,チーズ,ず,図形,3732,○,○,ずけい,○,,,,51,1
1,44,GPT-2,図形,い,胃,5970,○,○,い,○,,,,51,1
1,45,GPT-1,胃,い,糸,1863,○,○,いと,○,,,,51,1
1,46,GPT-2,糸,と,トマト,8452,○,○,とまと,○,,,,51,1
1,47,GPT-1,トマト,と,豆腐,4584,○,○,とうふ,○,,,,51,1
1,48,GPT-2,豆腐,ふ,筆,2594,○,○,ふで,○,,,,51,1
1,49,GPT-1,筆,で,電車,2053,○,○,でんしゃ,○,,,,51,1
1,50,GPT-2,電車,や,やぶ,3560,○,○,やぶ,○,,,,51,1
1,51,GPT-1,やぶ,ぶ,豚,2097,○,○,ぶた,○,,,,51,1
1,52,GPT-2,豚,た,竹,3492,○,○,たけ,○,,,,51,1
1,53,GPT-1,竹,け,景色,2220,○,○,けしき,○,,,,51,1
1,54,GPT-2,景色,き,きのこ,2261,○,○,きのこ,○,,,,51,1
1,55,GPT-1,きのこ,こ,こたつ,5510,○,○,こたつ,○,,,,51,1
1,56,GPT-2,こたつ,つ,積木,2054,○,○,つみき,○,,,,51,1
1,57,GPT-1,積木,き,汽車,2462,○,○,きしゃ,○,,,,51,1
1,58,GPT-2,汽車,や,山,3305,○,○,やま,○,,,,51,1
1,59,GPT-1,山,ま,松,4465,○,○,まっ,○,,,,51,1
1,60,GPT-2,松,つ,机,1844,○,○,つくえ,○,,,,51,1
1,61,GPT-1,机,え,鉛筆,1989,○,○,えんぴつ,○,,,,51,1
1,62,GPT-2,鉛筆,つ,椿,4884,○,○,つばき,○,,,,51,1
1,63,GPT-1,椿,き,きじ,8363,○,○,きじ,○,,,,51,1
1,64,GPT-2,きじ,じ,地蔵,11054,○,○,じぞう,○,,,,51,1
